SD,owop,owgp,gwgp,gwop,county
2012-09-01,1.0,1.0,1.0,1.0,BRISCOE
2012-10-01,1.0,1.0,1.0,1.0,BRISCOE
2012-11-01,1.0,1.0,1.0,1.0,BRISCOE
2012-12-01,1.0,1.0,1.0,1.0,BRISCOE
2013-01-01,19.0,1.0,1.0,1.0,BRISCOE
2013-02-01,1.0,1.0,1.0,1.0,BRISCOE
2013-03-01,1.0,1.0,1.0,1.0,BRISCOE
2013-04-01,1.0,1.0,1.0,1.0,BRISCOE
2013-05-01,1.0,1.0,1.0,1.0,BRISCOE
2013-06-01,1.0,1.0,1.0,1.0,BRISCOE
2013-07-01,1.0,1.0,1.0,1.0,BRISCOE
2013-08-01,1.0,1.0,1.0,1.0,BRISCOE
2013-09-01,1.0,1.0,1.0,1.0,BRISCOE
2013-10-01,1.0,1.0,1.0,1.0,BRISCOE
2013-11-01,1.0,1.0,1.0,1.0,BRISCOE
2013-12-01,1.0,1.0,1.0,1.0,BRISCOE
2014-01-01,1.0,1.0,1.0,1.0,BRISCOE
2014-02-01,1.0,1.0,1.0,1.0,BRISCOE
2014-03-01,1.0,1.0,1.0,1.0,BRISCOE
2014-04-01,1.0,1.0,1.0,1.0,BRISCOE
2014-05-01,1.0,1.0,1.0,1.0,BRISCOE
2014-06-01,1.0,1.0,1.0,1.0,BRISCOE
2014-07-01,1.0,1.0,1.0,1.0,BRISCOE
2014-08-01,1.0,1.0,1.0,1.0,BRISCOE
2014-09-01,1.0,1.0,1.0,1.0,BRISCOE
2014-10-01,1.0,1.0,1.0,1.0,BRISCOE
2014-11-01,1.0,1.0,1.0,1.0,BRISCOE
2014-12-01,1.0,1.0,1.0,1.0,BRISCOE
2015-01-01,1.0,1.0,1.0,1.0,BRISCOE
2015-02-01,1.0,1.0,1.0,1.0,BRISCOE
2015-03-01,1.0,1.0,1.0,1.0,BRISCOE
2015-04-01,1.0,1.0,1.0,1.0,BRISCOE
2015-05-01,1.0,1.0,1.0,1.0,BRISCOE
2015-06-01,1.0,1.0,1.0,1.0,BRISCOE
2015-07-01,1.0,1.0,1.0,1.0,BRISCOE
2015-08-01,1.0,1.0,1.0,1.0,BRISCOE
2015-09-01,1.0,1.0,1.0,1.0,BRISCOE
2015-10-01,1.0,1.0,1.0,1.0,BRISCOE
2015-11-01,1.0,1.0,1.0,1.0,BRISCOE
2015-12-01,1.0,1.0,1.0,1.0,BRISCOE
2016-01-01,1.0,1.0,1.0,1.0,BRISCOE
2016-02-01,1.0,1.0,1.0,1.0,BRISCOE
2016-03-01,1.0,1.0,1.0,1.0,BRISCOE
2016-04-01,1.0,1.0,1.0,1.0,BRISCOE
2016-05-01,1.0,1.0,1.0,1.0,BRISCOE
2016-06-01,1.0,1.0,1.0,1.0,BRISCOE
2016-07-01,1.0,1.0,1.0,1.0,BRISCOE
2016-08-01,1.0,1.0,1.0,1.0,BRISCOE
2016-09-01,1.0,1.0,1.0,1.0,BRISCOE
2016-10-01,1.0,1.0,1.0,1.0,BRISCOE
2016-11-01,1.0,1.0,1.0,1.0,BRISCOE
2016-12-01,1.0,1.0,1.0,1.0,BRISCOE
2017-01-01,1.0,1.0,1.0,1.0,BRISCOE
1993-01-01,27584.0,59808.0,2880949.0,35115.0,BROOKS
1993-02-01,23682.0,42615.0,2737580.0,34583.0,BROOKS
1993-03-01,27586.0,58217.0,2988136.0,39297.0,BROOKS
1993-04-01,26720.0,56399.0,3047525.0,38838.0,BROOKS
1993-05-01,27941.0,65922.0,3134142.0,47234.0,BROOKS
1993-06-01,24271.0,66415.0,2788420.0,36667.0,BROOKS
1993-07-01,24638.0,59553.0,2684874.0,38055.0,BROOKS
1993-08-01,26378.0,58805.0,2998566.0,40913.0,BROOKS
1993-09-01,25952.0,55593.0,3333184.0,51435.0,BROOKS
1993-10-01,26024.0,77508.0,3714796.0,60078.0,BROOKS
1993-11-01,25621.0,76353.0,3887796.0,66849.0,BROOKS
1993-12-01,23750.0,61563.0,4053610.0,70327.0,BROOKS
1994-01-01,29183.0,67051.0,3924058.0,70999.0,BROOKS
1994-02-01,24992.0,44729.0,3532454.0,62093.0,BROOKS
1994-03-01,28708.0,53340.0,3680158.0,63754.0,BROOKS
1994-04-01,27956.0,51971.0,3391787.0,57693.0,BROOKS
1994-05-01,26531.0,59891.0,3853107.0,60030.0,BROOKS
1994-06-01,22887.0,48235.0,3576458.0,58706.0,BROOKS
1994-07-01,23709.0,51332.0,3679346.0,60150.0,BROOKS
1994-08-01,25847.0,43823.0,3800219.0,62324.0,BROOKS
1994-09-01,24167.0,54680.0,3745965.0,66827.0,BROOKS
1994-10-01,23444.0,69459.0,3884781.0,70510.0,BROOKS
1994-11-01,22290.0,62690.0,3758226.0,65851.0,BROOKS
1994-12-01,22946.0,68928.0,3768028.0,63359.0,BROOKS
1995-01-01,22713.0,81354.0,3745492.0,58720.0,BROOKS
1995-02-01,18665.0,60761.0,3475103.0,56801.0,BROOKS
1995-03-01,22621.0,69269.0,3918986.0,66796.0,BROOKS
1995-04-01,22915.0,61397.0,3944767.0,69451.0,BROOKS
1995-05-01,21882.0,62326.0,4129830.0,69905.0,BROOKS
1995-06-01,20419.0,56264.0,3872970.0,63189.0,BROOKS
1995-07-01,20082.0,53164.0,4043337.0,59379.0,BROOKS
1995-08-01,20803.0,64219.0,4155906.0,61248.0,BROOKS
1995-09-01,20311.0,56935.0,4080295.0,59062.0,BROOKS
1995-10-01,18771.0,47707.0,4119283.0,62481.0,BROOKS
1995-11-01,17467.0,40966.0,3795561.0,59141.0,BROOKS
1995-12-01,21448.0,51874.0,3879233.0,59040.0,BROOKS
1996-01-01,25032.0,60794.0,3978002.0,61163.0,BROOKS
1996-02-01,21462.0,54210.0,3662834.0,54821.0,BROOKS
1996-03-01,23306.0,59491.0,3922194.0,60617.0,BROOKS
1996-04-01,24176.0,45380.0,3741791.0,58203.0,BROOKS
1996-05-01,24072.0,48907.0,3773519.0,55618.0,BROOKS
1996-06-01,21771.0,43513.0,3707751.0,52950.0,BROOKS
1996-07-01,24568.0,48964.0,3843075.0,57243.0,BROOKS
1996-08-01,26316.0,51397.0,4142580.0,63806.0,BROOKS
1996-09-01,25148.0,47944.0,3821730.0,58597.0,BROOKS
1996-10-01,25203.0,55840.0,4241768.0,62547.0,BROOKS
1996-11-01,23418.0,48117.0,3973812.0,58305.0,BROOKS
1996-12-01,27290.0,50056.0,3933199.0,54321.0,BROOKS
1997-01-01,24482.0,46080.0,3836533.0,53917.0,BROOKS
1997-02-01,22037.0,60841.0,3754919.0,54562.0,BROOKS
1997-03-01,24342.0,47685.0,4049290.0,56735.0,BROOKS
1997-04-01,24073.0,53076.0,3658615.0,26707.0,BROOKS
1997-05-01,23251.0,59986.0,3657855.0,24490.0,BROOKS
1997-06-01,21065.0,62989.0,3325488.0,21960.0,BROOKS
1997-07-01,22445.0,46285.0,3426592.0,26133.0,BROOKS
1997-08-01,24810.0,56592.0,3505299.0,25547.0,BROOKS
1997-09-01,23126.0,45815.0,3273771.0,30277.0,BROOKS
1997-10-01,24781.0,59346.0,3431078.0,53656.0,BROOKS
1997-11-01,24365.0,42938.0,3528241.0,55026.0,BROOKS
1997-12-01,25687.0,61932.0,3724253.0,55139.0,BROOKS
1998-01-01,24309.0,54546.0,3777424.0,51603.0,BROOKS
1998-02-01,22179.0,41604.0,3443487.0,43815.0,BROOKS
1998-03-01,24777.0,63917.0,3678170.0,50010.0,BROOKS
1998-04-01,22331.0,36640.0,3622484.0,50246.0,BROOKS
1998-05-01,24363.0,40852.0,3783557.0,57081.0,BROOKS
1998-06-01,22080.0,37229.0,3535842.0,49864.0,BROOKS
1998-07-01,22036.0,37279.0,3443764.0,49199.0,BROOKS
1998-08-01,20670.0,39005.0,3449944.0,51360.0,BROOKS
1998-09-01,18373.0,42521.0,3450723.0,58977.0,BROOKS
1998-10-01,19466.0,51821.0,3384759.0,52811.0,BROOKS
1998-11-01,17619.0,35199.0,3636944.0,68180.0,BROOKS
1998-12-01,19845.0,36340.0,3696472.0,68175.0,BROOKS
1999-01-01,16243.0,36207.0,3574493.0,66587.0,BROOKS
1999-02-01,14871.0,31104.0,3354938.0,54474.0,BROOKS
1999-03-01,18909.0,41857.0,3731850.0,64840.0,BROOKS
1999-04-01,17844.0,40064.0,3758310.0,63425.0,BROOKS
1999-05-01,18982.0,33903.0,3746175.0,62114.0,BROOKS
1999-06-01,18698.0,36693.0,3533068.0,54087.0,BROOKS
1999-07-01,18207.0,33590.0,3596579.0,54762.0,BROOKS
1999-08-01,15650.0,33766.0,3265927.0,50128.0,BROOKS
1999-09-01,22335.0,43907.0,3615758.0,60170.0,BROOKS
1999-10-01,21756.0,39716.0,3713912.0,52876.0,BROOKS
1999-11-01,20266.0,32203.0,3579380.0,51579.0,BROOKS
1999-12-01,18635.0,21996.0,4436668.0,82344.0,BROOKS
2000-01-01,17403.0,32295.0,4593154.0,79718.0,BROOKS
2000-02-01,15637.0,29385.0,4251489.0,72216.0,BROOKS
2000-03-01,15618.0,26713.0,4722915.0,82980.0,BROOKS
2000-04-01,17685.0,23378.0,4491330.0,70774.0,BROOKS
2000-05-01,17854.0,32635.0,4436565.0,65032.0,BROOKS
2000-06-01,16833.0,21767.0,3981197.0,60580.0,BROOKS
2000-07-01,16630.0,18502.0,3969248.0,63357.0,BROOKS
2000-08-01,16439.0,17376.0,4108244.0,70180.0,BROOKS
2000-09-01,14163.0,19177.0,3894271.0,72262.0,BROOKS
2000-10-01,15070.0,21131.0,3996787.0,79862.0,BROOKS
2000-11-01,14579.0,20264.0,3955632.0,77573.0,BROOKS
2000-12-01,14050.0,16385.0,3891790.0,73472.0,BROOKS
2001-01-01,13388.0,20275.0,3985782.0,76361.0,BROOKS
2001-02-01,12073.0,14345.0,3512284.0,66388.0,BROOKS
2001-03-01,13996.0,18691.0,3812631.0,67410.0,BROOKS
2001-04-01,13306.0,17929.0,4147018.0,71689.0,BROOKS
2001-05-01,13492.0,12840.0,3921431.0,58532.0,BROOKS
2001-06-01,13240.0,11860.0,4356320.0,64547.0,BROOKS
2001-07-01,13510.0,9958.0,5576472.0,82259.0,BROOKS
2001-08-01,13551.0,13943.0,7455509.0,130966.0,BROOKS
2001-09-01,11369.0,10815.0,8134699.0,146784.0,BROOKS
2001-10-01,11928.0,8240.0,10068350.0,179366.0,BROOKS
2001-11-01,11860.0,9121.0,10748823.0,196509.0,BROOKS
2001-12-01,11281.0,19629.0,11200658.0,207777.0,BROOKS
2002-01-01,11152.0,23384.0,13043147.0,243897.0,BROOKS
2002-02-01,10660.0,18632.0,12615571.0,237606.0,BROOKS
2002-03-01,10539.0,19841.0,14000935.0,84048.0,BROOKS
2002-04-01,10655.0,20206.0,13100960.0,243920.0,BROOKS
2002-05-01,9949.0,18390.0,12693410.0,228380.0,BROOKS
2002-06-01,10626.0,9962.0,11439599.0,207710.0,BROOKS
2002-07-01,12283.0,10638.0,11839393.0,218044.0,BROOKS
2002-08-01,14602.0,12249.0,10620707.0,178145.0,BROOKS
2002-09-01,13057.0,16087.0,9550440.0,155443.0,BROOKS
2002-10-01,11376.0,14501.0,9608717.0,146872.0,BROOKS
2002-11-01,14091.0,72630.0,9097488.0,127052.0,BROOKS
2002-12-01,13481.0,117853.0,9541596.0,121624.0,BROOKS
2003-01-01,11458.0,87288.0,9716736.0,113973.0,BROOKS
2003-02-01,9664.0,64233.0,8695480.0,102840.0,BROOKS
2003-03-01,11131.0,67117.0,9799219.0,125685.0,BROOKS
2003-04-01,11531.0,52002.0,8871321.0,111743.0,BROOKS
2003-05-01,12885.0,53958.0,9089993.0,115660.0,BROOKS
2003-06-01,11745.0,46692.0,8004223.0,96270.0,BROOKS
2003-07-01,12423.0,44785.0,8472770.0,114617.0,BROOKS
2003-08-01,15723.0,19875.0,8085233.0,110859.0,BROOKS
2003-09-01,13702.0,35555.0,7655373.0,109447.0,BROOKS
2003-10-01,13033.0,17790.0,7895728.0,110497.0,BROOKS
2003-11-01,17593.0,22093.0,7365883.0,98140.0,BROOKS
2003-12-01,22511.0,32594.0,7805064.0,111075.0,BROOKS
2004-01-01,19211.0,34817.0,8193754.0,115471.0,BROOKS
2004-02-01,27531.0,39679.0,7542249.0,101121.0,BROOKS
2004-03-01,28097.0,57035.0,7853623.0,89181.0,BROOKS
2004-04-01,20249.0,69422.0,7481554.0,91817.0,BROOKS
2004-05-01,32292.0,77794.0,7994212.0,98420.0,BROOKS
2004-06-01,32309.0,82919.0,7639003.0,87732.0,BROOKS
2004-07-01,31992.0,85557.0,7630153.0,93820.0,BROOKS
2004-08-01,22995.0,57294.0,7302481.0,92985.0,BROOKS
2004-09-01,18958.0,61043.0,6984583.0,96024.0,BROOKS
2004-10-01,19816.0,46554.0,6916714.0,88413.0,BROOKS
2004-11-01,17500.0,39485.0,6600930.0,83753.0,BROOKS
2004-12-01,17089.0,20204.0,6493844.0,85649.0,BROOKS
2005-01-01,18272.0,30899.0,6780113.0,93072.0,BROOKS
2005-02-01,17672.0,38106.0,6286988.0,85481.0,BROOKS
2005-03-01,27140.0,60860.0,6974446.0,97169.0,BROOKS
2005-04-01,29219.0,52122.0,6708291.0,90588.0,BROOKS
2005-05-01,31853.0,61342.0,6625857.0,84939.0,BROOKS
2005-06-01,29480.0,70627.0,6774193.0,79247.0,BROOKS
2005-07-01,32962.0,123271.0,7086551.0,82362.0,BROOKS
2005-08-01,35194.0,143532.0,6730239.0,80853.0,BROOKS
2005-09-01,32782.0,116614.0,5950714.0,83598.0,BROOKS
2005-10-01,35778.0,123328.0,6642422.0,95650.0,BROOKS
2005-11-01,32476.0,131938.0,6254601.0,89687.0,BROOKS
2005-12-01,32817.0,123423.0,6670433.0,105506.0,BROOKS
2006-01-01,32912.0,124867.0,6356442.0,94991.0,BROOKS
2006-02-01,29478.0,93240.0,5172607.0,75780.0,BROOKS
2006-03-01,32828.0,109925.0,6087149.0,97550.0,BROOKS
2006-04-01,34367.0,113498.0,5872752.0,97054.0,BROOKS
2006-05-01,30058.0,95251.0,5817324.0,94750.0,BROOKS
2006-06-01,29831.0,115351.0,5636475.0,93628.0,BROOKS
2006-07-01,34850.0,109699.0,5740812.0,90752.0,BROOKS
2006-08-01,36159.0,89465.0,5466058.0,86692.0,BROOKS
2006-09-01,28975.0,90155.0,5062797.0,75873.0,BROOKS
2006-10-01,24486.0,83812.0,5314522.0,87995.0,BROOKS
2006-11-01,24498.0,67293.0,5072616.0,82802.0,BROOKS
2006-12-01,23521.0,64971.0,5104637.0,80326.0,BROOKS
2007-01-01,21385.0,52144.0,5313414.0,97287.0,BROOKS
2007-02-01,18501.0,65070.0,4780715.0,84740.0,BROOKS
2007-03-01,25451.0,82600.0,5231549.0,97793.0,BROOKS
2007-04-01,26486.0,78992.0,4970545.0,90737.0,BROOKS
2007-05-01,30916.0,88823.0,4956863.0,83231.0,BROOKS
2007-06-01,29730.0,80200.0,4902422.0,87504.0,BROOKS
2007-07-01,29648.0,73644.0,4984294.0,88460.0,BROOKS
2007-08-01,27985.0,72110.0,4782037.0,79087.0,BROOKS
2007-09-01,25089.0,72713.0,4378580.0,70970.0,BROOKS
2007-10-01,23866.0,65414.0,4378612.0,67453.0,BROOKS
2007-11-01,22410.0,44510.0,3971164.0,66719.0,BROOKS
2007-12-01,22764.0,66041.0,4622769.0,83959.0,BROOKS
2008-01-01,22325.0,62119.0,4371664.0,75323.0,BROOKS
2008-02-01,18390.0,50066.0,4029429.0,68153.0,BROOKS
2008-03-01,17738.0,48948.0,4017799.0,62989.0,BROOKS
2008-04-01,18204.0,51642.0,3956616.0,63666.0,BROOKS
2008-05-01,19622.0,53993.0,4109593.0,72511.0,BROOKS
2008-06-01,19751.0,49329.0,3913128.0,67565.0,BROOKS
2008-07-01,20649.0,50374.0,4035725.0,68375.0,BROOKS
2008-08-01,20187.0,48777.0,4174111.0,73350.0,BROOKS
2008-09-01,17921.0,45031.0,4028062.0,72461.0,BROOKS
2008-10-01,18132.0,44238.0,4572561.0,85630.0,BROOKS
2008-11-01,19990.0,40797.0,4513308.0,83381.0,BROOKS
2008-12-01,19601.0,42596.0,4675020.0,91527.0,BROOKS
2009-01-01,17183.0,35568.0,5023641.0,104618.0,BROOKS
2009-02-01,15873.0,32372.0,4447585.0,84895.0,BROOKS
2009-03-01,16569.0,31038.0,4571335.0,81060.0,BROOKS
2009-04-01,16901.0,33662.0,4213395.0,69600.0,BROOKS
2009-05-01,16135.0,30511.0,4026158.0,61848.0,BROOKS
2009-06-01,14925.0,23883.0,3678851.0,56949.0,BROOKS
2009-07-01,14913.0,24162.0,3170780.0,51973.0,BROOKS
2009-08-01,14422.0,22131.0,3668298.0,57029.0,BROOKS
2009-09-01,12450.0,15371.0,3289323.0,51546.0,BROOKS
2009-10-01,11747.0,16165.0,3354462.0,54116.0,BROOKS
2009-11-01,11676.0,16516.0,3250083.0,54347.0,BROOKS
2009-12-01,11181.0,19172.0,3487580.0,69612.0,BROOKS
2010-01-01,9070.0,14064.0,3161231.0,61403.0,BROOKS
2010-02-01,8036.0,14887.0,2995839.0,58142.0,BROOKS
2010-03-01,13896.0,23022.0,3385447.0,63973.0,BROOKS
2010-04-01,12123.0,17013.0,3367880.0,63001.0,BROOKS
2010-05-01,10117.0,19882.0,3398103.0,61624.0,BROOKS
2010-06-01,9466.0,23081.0,3157650.0,60622.0,BROOKS
2010-07-01,9731.0,23924.0,3264709.0,61007.0,BROOKS
2010-08-01,11209.0,21676.0,3261507.0,64105.0,BROOKS
2010-09-01,10639.0,14407.0,2991386.0,57438.0,BROOKS
2010-10-01,11904.0,18871.0,2976172.0,59510.0,BROOKS
2010-11-01,10025.0,13701.0,3143412.0,60321.0,BROOKS
2010-12-01,11404.0,15878.0,3035955.0,60500.0,BROOKS
2011-01-01,11888.0,12024.0,2916902.0,54549.0,BROOKS
2011-02-01,11193.0,14106.0,2616589.0,52290.0,BROOKS
2011-03-01,11498.0,11223.0,3319595.0,72674.0,BROOKS
2011-04-01,15316.0,22846.0,3029177.0,62677.0,BROOKS
2011-05-01,9553.0,14900.0,3270955.0,56079.0,BROOKS
2011-06-01,11769.0,14461.0,3027402.0,53214.0,BROOKS
2011-07-01,16287.0,12616.0,2938452.0,59601.0,BROOKS
2011-08-01,14227.0,14931.0,2940482.0,59466.0,BROOKS
2011-09-01,12257.0,10800.0,2982106.0,69218.0,BROOKS
2011-10-01,12021.0,16476.0,3050121.0,69138.0,BROOKS
2011-11-01,12397.0,24170.0,2962625.0,68993.0,BROOKS
2011-12-01,12397.0,14700.0,3000617.0,67837.0,BROOKS
2012-01-01,12410.0,38259.0,3047330.0,69397.0,BROOKS
2012-02-01,12584.0,19644.0,2716609.0,57984.0,BROOKS
2012-03-01,15070.0,26688.0,2757677.0,55909.0,BROOKS
2012-04-01,15885.0,24015.0,2717393.0,53244.0,BROOKS
2012-05-01,22067.0,35856.0,2733661.0,58059.0,BROOKS
2012-06-01,16895.0,27328.0,2454033.0,51493.0,BROOKS
2012-07-01,17088.0,31706.0,2490626.0,51857.0,BROOKS
2012-08-01,17408.0,33065.0,2448539.0,48336.0,BROOKS
2012-09-01,16329.0,33824.0,2204172.0,45209.0,BROOKS
2012-10-01,16632.0,33142.0,2291160.0,50781.0,BROOKS
2012-11-01,15861.0,29689.0,2213439.0,51997.0,BROOKS
2012-12-01,14737.0,25485.0,2307591.0,52982.0,BROOKS
2013-01-01,13240.0,30179.0,2056213.0,49762.0,BROOKS
2013-02-01,13309.0,30972.0,1901821.0,46910.0,BROOKS
2013-03-01,15354.0,30534.0,2065981.0,48406.0,BROOKS
2013-04-01,12229.0,26217.0,2032439.0,46773.0,BROOKS
2013-05-01,11647.0,19739.0,2223579.0,50515.0,BROOKS
2013-06-01,11519.0,17925.0,2358956.0,57037.0,BROOKS
2013-07-01,11958.0,18022.0,2381490.0,56407.0,BROOKS
2013-08-01,11911.0,17837.0,2445558.0,57726.0,BROOKS
2013-09-01,10205.0,11914.0,2287420.0,54216.0,BROOKS
2013-10-01,11923.0,18842.0,2623809.0,56534.0,BROOKS
2013-11-01,10540.0,16336.0,2290766.0,55289.0,BROOKS
2013-12-01,15013.0,14389.0,2666317.0,72459.0,BROOKS
2014-01-01,15513.0,17049.0,2823309.0,79814.0,BROOKS
2014-02-01,16420.0,22498.0,2526802.0,70771.0,BROOKS
2014-03-01,18411.0,17820.0,2588731.0,76784.0,BROOKS
2014-04-01,16275.0,15591.0,2327219.0,69714.0,BROOKS
2014-05-01,24583.0,19576.0,2541210.0,66197.0,BROOKS
2014-06-01,20722.0,19136.0,2642794.0,67832.0,BROOKS
2014-07-01,27917.0,38412.0,2715275.0,71587.0,BROOKS
2014-08-01,27161.0,37062.0,2732909.0,72367.0,BROOKS
2014-09-01,31023.0,45283.0,2598472.0,77797.0,BROOKS
2014-10-01,28356.0,48196.0,2628561.0,77618.0,BROOKS
2014-11-01,24809.0,43772.0,2526089.0,72366.0,BROOKS
2014-12-01,24436.0,38873.0,2503726.0,74246.0,BROOKS
2015-01-01,25454.0,24958.0,2302699.0,65536.0,BROOKS
2015-02-01,23292.0,21184.0,2090685.0,53676.0,BROOKS
2015-03-01,25935.0,20989.0,2311018.0,57760.0,BROOKS
2015-04-01,25902.0,20399.0,2129285.0,48144.0,BROOKS
2015-05-01,25574.0,19196.0,2137481.0,47729.0,BROOKS
2015-06-01,24384.0,19834.0,1936987.0,45811.0,BROOKS
2015-07-01,24409.0,23105.0,1946548.0,45391.0,BROOKS
2015-08-01,24317.0,25188.0,1993264.0,46720.0,BROOKS
2015-09-01,23932.0,22654.0,1873417.0,40676.0,BROOKS
2015-10-01,15712.0,18580.0,1836241.0,39596.0,BROOKS
2015-11-01,17213.0,23748.0,1675665.0,34442.0,BROOKS
2015-12-01,20669.0,20820.0,1699714.0,34968.0,BROOKS
2016-01-01,20106.0,20997.0,1654660.0,36439.0,BROOKS
2016-02-01,25350.0,21560.0,1529535.0,34188.0,BROOKS
2016-03-01,23918.0,20425.0,1658278.0,36783.0,BROOKS
2016-04-01,21877.0,9643.0,1546222.0,37532.0,BROOKS
2016-05-01,23900.0,26479.0,1611354.0,38789.0,BROOKS
2016-06-01,27575.0,40083.0,1523617.0,32852.0,BROOKS
2016-07-01,24846.0,41326.0,1486382.0,32428.0,BROOKS
2016-08-01,23002.0,18939.0,1448204.0,35428.0,BROOKS
2016-09-01,24775.0,56957.0,1404099.0,32255.0,BROOKS
2016-10-01,28663.0,56400.0,1507914.0,34659.0,BROOKS
2016-11-01,22863.0,19413.0,1475401.0,35870.0,BROOKS
2016-12-01,18445.0,12238.0,1597527.0,40669.0,BROOKS
2017-01-01,16912.0,12868.0,1606101.0,38469.0,BROOKS
1993-01-01,24394.0,56162.0,149354.0,279.0,BROWN
1993-02-01,24565.0,52876.0,129580.0,286.0,BROWN
1993-03-01,25545.0,63994.0,153178.0,192.0,BROWN
1993-04-01,23537.0,63397.0,146183.0,339.0,BROWN
1993-05-01,26954.0,64457.0,153256.0,199.0,BROWN
1993-06-01,24185.0,61439.0,150365.0,170.0,BROWN
1993-07-01,21932.0,60264.0,154220.0,306.0,BROWN
1993-08-01,22453.0,60384.0,149318.0,132.0,BROWN
1993-09-01,21263.0,58279.0,151645.0,143.0,BROWN
1993-10-01,20830.0,58654.0,158694.0,97.0,BROWN
1993-11-01,22132.0,59910.0,151344.0,175.0,BROWN
1993-12-01,21694.0,63305.0,155569.0,192.0,BROWN
1994-01-01,20682.0,59799.0,149895.0,168.0,BROWN
1994-02-01,19763.0,55335.0,133372.0,159.0,BROWN
1994-03-01,20787.0,60551.0,147263.0,262.0,BROWN
1994-04-01,19516.0,55563.0,148429.0,261.0,BROWN
1994-05-01,19520.0,58017.0,153159.0,160.0,BROWN
1994-06-01,18019.0,56407.0,147194.0,179.0,BROWN
1994-07-01,19267.0,62502.0,153500.0,182.0,BROWN
1994-08-01,19996.0,56752.0,152127.0,161.0,BROWN
1994-09-01,18148.0,53540.0,148834.0,93.0,BROWN
1994-10-01,18055.0,53999.0,148272.0,105.0,BROWN
1994-11-01,17108.0,50484.0,143369.0,192.0,BROWN
1994-12-01,17214.0,50720.0,147112.0,393.0,BROWN
1995-01-01,17664.0,51504.0,140175.0,151.0,BROWN
1995-02-01,16902.0,46182.0,128723.0,132.0,BROWN
1995-03-01,18127.0,52760.0,142648.0,157.0,BROWN
1995-04-01,19434.0,46514.0,147019.0,320.0,BROWN
1995-05-01,19104.0,50720.0,157077.0,134.0,BROWN
1995-06-01,19247.0,49871.0,150240.0,234.0,BROWN
1995-07-01,19416.0,49153.0,142840.0,117.0,BROWN
1995-08-01,19581.0,51221.0,150905.0,128.0,BROWN
1995-09-01,19662.0,49008.0,146303.0,143.0,BROWN
1995-10-01,19853.0,54358.0,155233.0,141.0,BROWN
1995-11-01,20601.0,47814.0,143846.0,241.0,BROWN
1995-12-01,20585.0,49487.0,139595.0,155.0,BROWN
1996-01-01,18945.0,46949.0,142379.0,194.0,BROWN
1996-02-01,16764.0,42353.0,129476.0,236.0,BROWN
1996-03-01,20724.0,46248.0,146697.0,235.0,BROWN
1996-04-01,19565.0,45156.0,140354.0,151.0,BROWN
1996-05-01,18899.0,45094.0,150023.0,210.0,BROWN
1996-06-01,17014.0,41263.0,137912.0,309.0,BROWN
1996-07-01,17669.0,42403.0,146890.0,251.0,BROWN
1996-08-01,17255.0,42526.0,154995.0,358.0,BROWN
1996-09-01,17298.0,39142.0,145264.0,217.0,BROWN
1996-10-01,16737.0,37133.0,141752.0,143.0,BROWN
1996-11-01,16259.0,37226.0,140492.0,266.0,BROWN
1996-12-01,15962.0,39893.0,137176.0,240.0,BROWN
1997-01-01,14255.0,37477.0,145949.0,210.0,BROWN
1997-02-01,14410.0,33569.0,133468.0,256.0,BROWN
1997-03-01,17335.0,40955.0,142374.0,223.0,BROWN
1997-04-01,16337.0,44965.0,142067.0,275.0,BROWN
1997-05-01,15585.0,45851.0,149313.0,262.0,BROWN
1997-06-01,14445.0,40872.0,144944.0,188.0,BROWN
1997-07-01,16126.0,42506.0,146114.0,233.0,BROWN
1997-08-01,20195.0,41116.0,148478.0,196.0,BROWN
1997-09-01,18451.0,39694.0,144381.0,186.0,BROWN
1997-10-01,17140.0,38978.0,149573.0,374.0,BROWN
1997-11-01,16090.0,37462.0,137233.0,190.0,BROWN
1997-12-01,18661.0,37438.0,125990.0,186.0,BROWN
1998-01-01,17893.0,38519.0,137706.0,274.0,BROWN
1998-02-01,15768.0,32915.0,118013.0,187.0,BROWN
1998-03-01,16427.0,35998.0,135639.0,166.0,BROWN
1998-04-01,14092.0,37304.0,139868.0,146.0,BROWN
1998-05-01,13308.0,39125.0,142998.0,119.0,BROWN
1998-06-01,13558.0,37870.0,139399.0,106.0,BROWN
1998-07-01,13935.0,37326.0,147559.0,138.0,BROWN
1998-08-01,13244.0,37122.0,150179.0,180.0,BROWN
1998-09-01,13387.0,36796.0,137928.0,148.0,BROWN
1998-10-01,12364.0,36228.0,136601.0,201.0,BROWN
1998-11-01,11059.0,33345.0,128339.0,203.0,BROWN
1998-12-01,9922.0,33594.0,114122.0,173.0,BROWN
1999-01-01,10247.0,33903.0,121303.0,187.0,BROWN
1999-02-01,9347.0,31241.0,111354.0,158.0,BROWN
1999-03-01,10635.0,33647.0,119704.0,380.0,BROWN
1999-04-01,9939.0,34847.0,119490.0,158.0,BROWN
1999-05-01,10089.0,36857.0,123553.0,182.0,BROWN
1999-06-01,11400.0,34053.0,119018.0,140.0,BROWN
1999-07-01,10374.0,34478.0,123999.0,221.0,BROWN
1999-08-01,11138.0,35033.0,122620.0,199.0,BROWN
1999-09-01,10029.0,34526.0,120827.0,311.0,BROWN
1999-10-01,11050.0,35218.0,123381.0,166.0,BROWN
